Instrument,Company Common Name,Investor Full Name,Investor Shares Held,Holdings Pct Of Traded Shares Held,Close Price
9988.HK,,"ZhongGeng Fund Management Co., Ltd.",487100,0.0025,
9988.HK,,Fineco Asset Management DAC,486344,0.0025,
9988.HK,,Yang (Jerry),485072,0.0025,
9988.HK,,Sumitomo Mitsui DS Asset Management (Hong Kong) Limited,480251,0.0025,
9988.HK,,"Sumitomo Mitsui DS Asset Management Company, Limited",468940,0.0024,
9988.HK,,"Sumitomo Mitsui Trust Asset Management Co., Ltd.",468198,0.0024,
9988.HK,,PGIM Quantitative Solutions LLC,461345,0.0024,
9988.HK,,"Rongtong Fund Management Co., Ltd.",461000,0.0024,
9988.HK,,"ICBC Credit Suisse Asset Management (International) Co., Ltd.",461000,0.0024,
9988.HK,,Nippon Life India Asset Management Limited,460440,0.0024,
9988.HK,,"Asset Management One Co., Ltd.",451616,0.0024,
9988.HK,,Borletti Private Equity,450000,0.0023,
9988.HK,,ICBC Asset Management (Global) Company Limited,449712,0.0023,
9988.HK,,Pictet & Cie (Europe) S.A.,448200,0.0023,
9988.HK,,Bank J. Safra Sarasin AG (Asset Management),443520,0.0023,
9988.HK,,PineBridge Investments Asia Limited,439060,0.0023,
9988.HK,,GAM International Management Ltd.,438200,0.0023,
9988.HK,,Vontobel Asset Management S.A.,430637,0.0022,
9988.HK,,"Korea Investment Management Co., Ltd.",429534,0.0022,
9988.HK,,Amova Asset Management Asia Limited,427800,0.0022,
9988.HK,,GAM (Hong Kong) Ltd.,420036,0.0022,
9988.HK,,Bank of Singapore Limited,419600,0.0022,
9988.HK,,"Chang Xin Asset Management Co., Ltd.",416022,0.0022,
9988.HK,,PGIM Investments LLC,415448,0.0022,
9988.HK,,Talis Asset Management Company Limited,412437,0.0021,
9988.HK,,"Taiping Fund Management Co., Ltd.",405700,0.0021,
9988.HK,,"FountainCap Research & Investment (Hong Kong) Co., Limited",401600,0.0021,
9988.HK,,Nykredit Asset Management,401100,0.0021,
9988.HK,,ClearBridge Investment Management Limited,399650,0.0021,
9988.HK,,Ostrum Asset Management Asia Limited,397800,0.0021,
9988.HK,,UOB Asset Management Ltd.,397000,0.0021,
9988.HK,,Mawer Investment Management Ltd.,389700,0.002,
9988.HK,,"Topright Fund Management Co., Ltd.",385000,0.002,
9988.HK,,"Shanghai Guotai Haitong Securities Asset Management Co., Ltd",384659,0.002,
9988.HK,,Asia Growth Capital Management AB,384000,0.002,
9988.HK,,First Trust Advisors L.P.,372459,0.0019,
9988.HK,,"Euro Pacific Asset Management, LLC",370000,0.0019,
9988.HK,,"Jyah Asset Management.Co.,LTD",365000,0.0019,
9988.HK,,"MFS Institutional Advisors, Inc",364760,0.0019,
9988.HK,,"Ping An of China Asset Management (Hong Kong) Co., Ltd.",363692,0.0019,
9988.HK,,Principal Asset Management Berhad,363480,0.0019,
9988.HK,,Margetts Fund Management Limited,360681,0.0019,
9988.HK,,Bellecapital AG,360000,0.0019,
9988.HK,,Martello (Wan Ling CPA),360000,0.0019,
9988.HK,,AXA Investment Managers US Inc.,358684,0.0019,
9988.HK,,Capital Investment Trust Corporation,358591,0.0019,
9988.HK,,"Everbright PGIM Fund Management Co., Ltd.",356100,0.0019,
9988.HK,,LSV Asset Management,355186,0.0019,
9988.HK,,Morgan Stanley Asia Ltd.,354700,0.0018,
9988.HK,,Maybank Asset Management Singapore Pte. Ltd.,354300,0.0018,
9988.HK,,Morgan Stanley Investment Management (Singapore),353500,0.0018,
9988.HK,,BI Asset Management Fondsmæglerselskab A/S,352800,0.0018,
9988.HK,,Amplify Investment Partners (Pty) Ltd,350000,0.0018,
9988.HK,,Flossbach von Storch AG,344000,0.0018,
9988.HK,,Carne Global Fund Managers (Ireland) Limited,343200,0.0018,
9988.HK,,AllianceBernstein (Singapore) Ltd.,338653,0.0018,
9988.HK,,PineBridge Investments LLC,318353,0.0017,
9988.HK,,Allianz Global Investors Singapore Ltd.,312700,0.0016,
9988.HK,,"Golden Trust Sinopac Fund Management Co., Ltd.",311800,0.0016,
9988.HK,,Fidelity Institutional Asset Management,309534,0.0016,
9988.HK,,"Cathay Securities Investment Trust Co., Ltd.",308994,0.0016,
9988.HK,,CPP Investments,307000,0.0016,
9988.HK,,Comgest S.A.,304220,0.0016,
9988.HK,,"BlackRock Investment Management, LLC",300000,0.0016,
9988.HK,,Deutsche Bank AG (Germany),299972,0.0016,
9988.HK,,"Guolian Fund Management Co., Ltd",296400,0.0015,
9988.HK,,"NFJ Investment Group, LLC",293569,0.0015,
9988.HK,,Uni-President Assets Management Corp.,293461,0.0015,
9988.HK,,Van Eck Associates Corporation,293100,0.0015,
9988.HK,,"Huatai Securities (Shanghai) Asset Management Co., Ltd.",290800,0.0015,
9988.HK,,Nomura Asset Management U.S.A. Inc.,289300,0.0015,
9988.HK,,BlackPoint Asset Management GmbH,288000,0.0015,
9988.HK,,"Horizon Asset Management Co., Ltd.",287841,0.0015,
9988.HK,,Amundi SGR SpA,282300,0.0015,
9988.HK,,Mondrian Investment Partners Ltd.,282084,0.0015,
9988.HK,,Carmignac Gestion,280632,0.0015,
9988.HK,,"Genesis Investment Management, LLP",275130,0.0014,
9988.HK,,Samsung Asset Management (Hong Kong) Limited,273529,0.0014,
9988.HK,,"Ibercaja Patrimonios S.G.C., S.A",265157,0.0014,
9988.HK,,"Virtus Investment Advisers, Inc.",262200,0.0014,
9988.HK,,Avadis Anlagestiftung,260273,0.0014,
9988.HK,,"DWS Investment Management Americas, Inc.",260200,0.0014,
9988.HK,,Baring Asset Management (Asia) Limited,257047,0.0013,
9988.HK,,"Boston Advisors, LLC",256000,0.0013,
9988.HK,,UBS Hana Asset Management Company Ltd.,249300,0.0013,
9988.HK,,Lazard Frères Gestion S.A.S.,247665,0.0013,
9988.HK,,"CIB Fund Management Co., Ltd.",243600,0.0013,
9988.HK,,"E.Sun Asset Management Co., Ltd.",236824,0.0012,
9988.HK,,SEI Investments Canada,232600,0.0012,
9988.HK,,"Soochow Asset Management Co., Ltd.",231300,0.0012,
9988.HK,,"Oberweis Asset Management, Inc.",230000,0.0012,
9988.HK,,Macquarie Investment Management Global Ltd.,229300,0.0012,
9988.HK,,"Newton Investment Management North America, LLC",228766,0.0012,
9988.HK,,"Founder Fubon Fund Management Co., Ltd.",227600,0.0012,
9988.HK,,Victory Capital Management Inc.,227576,0.0012,
9988.HK,,Lombard Odier Asset Management (USA) Corp.,221861,0.0012,
9988.HK,,Robert Beer Investment GmbH,220000,0.0011,
9988.HK,,ACATIS Investment Kapitalverwaltungsgesellschaft GmbH,220000,0.0011,
9988.HK,,Midas International Asset Management Ltd.,218300,0.0011,
9988.HK,,LBN Advisers Ltd,215000,0.0011,
9988.HK,,Banque Eric Sturdza SA,215000,0.0011,
9988.HK,,Taishin Securities Investment Trust Co. Ltd.,211739,0.0011,
9988.HK,,RAM Active Investments S.A.,211662,0.0011,
9988.HK,,Lingohr & Partner Asset Management GmbH,209600,0.0011,
9988.HK,,Fondsmæglerselskabet Maj Invest A/S,207301,0.0011,
9988.HK,,Global X Management (AUS) Limited,201418,0.001,
9988.HK,,ABS Global Investments,201400,0.001,
9988.HK,,Knights of Columbus Asset Advisors LLC,201000,0.001,
9988.HK,,"Changsheng Fund Management Co., Ltd.",195658,0.001,
9988.HK,,VanEck Asset Management B.V.,191400,0.001,
9988.HK,,Corebridge Financial Inc.,188628,0.001,
9988.HK,,Franklin Templeton SinoAm Securities Investment Management,188121,0.001,
9988.HK,,VanEck Australia Pty Ltd.,187204,0.001,
9988.HK,,State Street Investment Management Ireland,186675,0.001,
9988.HK,,Diamond Hill Capital Management Inc.,185700,0.001,
9988.HK,,Mirae Asset Global Investments (India) Pvt. Ltd.,185600,0.001,
9988.HK,,State Street Investment Management (Canada),184700,0.001,
9988.HK,,Amundi Hong Kong Limited,183000,0.001,
9988.HK,,Sygnia Asset Management,182340,0.001,
9988.HK,,GLG LLC,182026,0.0009,
9988.HK,,Shinhan Asset Management Co Ltd,181775,0.0009,
9988.HK,,DZ PRIVATBANK S.A.,180000,0.0009,
9988.HK,,Global X Investments Canada Inc.,178823,0.0009,
9988.HK,,Allianz Global Investors Taiwan Ltd.,177615,0.0009,
9988.HK,,Fubon Asset Management Company Ltd.,176719,0.0009,
9988.HK,,Maybank Asset Management Sdn. Bhd.,175900,0.0009,
9988.HK,,Taiping Assets Management (HK) Company Limited,175600,0.0009,
9988.HK,,Swiss Rock Asset Management AG,174700,0.0009,
9988.HK,,"Keppler Asset Management, Inc.",174000,0.0009,
9988.HK,,SEB Asset Management (Denmark),172835,0.0009,
9988.HK,,River Global Investors LLP,172541,0.0009,
9988.HK,,AIIMAN Asset Management Sdn. Bhd.,170300,0.0009,
9988.HK,,Schroders IS Limited,170000,0.0009,
9988.HK,,Security Kapitalanlage AG,170000,0.0009,
9988.HK,,State Street Europe Limited,169700,0.0009,
9988.HK,,Asset Plus Fund Management Company Limited,169124,0.0009,
9988.HK,,Aviva Investors UK Fund Services Limited,168895,0.0009,
9988.HK,,Denker Capital (Pty) Ltd,165392,0.0009,
9988.HK,,"Taikang Asset Management (Hong Kong) Co., Ltd.",165200,0.0009,
9988.HK,,Edmond de Rothschild Asset Management (France) S.A.,165029,0.0009,
9988.HK,,"American Century Investment Management, Inc.",164400,0.0009,
9988.HK,,"Shin Kong Investment Trust Co., Ltd.",161590,0.0008,
9988.HK,,Alluvium Asset Management Pty. Ltd.,160000,0.0008,
9988.HK,,"Bank Julius Baer & Co Ltd., Singapore Branch",158600,0.0008,
9988.HK,,"Fort Washington Investment Advisors, Inc.",158100,0.0008,
9988.HK,,Numeric Investors LLC,156664,0.0008,
9988.HK,,Nissay Asset Management Corp.,156576,0.0008,
9988.HK,,Manulife Investment Management (M) Berhad,156400,0.0008,
9988.HK,,Wilmington Trust Investment Management LLC,154360,0.0008,
9988.HK,,Keyridge Asset Management Limited,153063,0.0008,
9988.HK,,Fourton Rahastoyhtiö Oy,145000,0.0008,
9988.HK,,Shan (Weijian),144800,0.0008,
9988.HK,,Federated Hermes Global Investment Management Corp.,144719,0.0008,
9988.HK,,Banque Nagelmackers nv,144500,0.0008,
9988.HK,,Truffle Asset Management (Pty) Limited,144414,0.0008,
9988.HK,,Pickers Capital Management Limited,143000,0.0007,
9988.HK,,INVESCO Asset Management Deutschland GmbH,142824,0.0007,
9988.HK,,Jyske Invest Fund Management A/S,140300,0.0007,
9988.HK,,Migros Bank Asset Management,140000,0.0007,
9988.HK,,White Oak Capital Partners Pte. Ltd.,139400,0.0007,
9988.HK,,"Varianza Gestión SGIIC, SA",138834,0.0007,
9988.HK,,"Zhong Hai Fund Management Co., Ltd.",138700,0.0007,
9988.HK,,Lee (Irene Yun-Lien),138600,0.0007,
9988.HK,,Wasatch Global Investors Inc,137300,0.0007,
9988.HK,,BOCHK Asset Management Limited,136660,0.0007,
9988.HK,,FIL Investment Management (Australia) Limited,135900,0.0007,
9988.HK,,PrismInvest S.A.,135809,0.0007,
9988.HK,,VI Asset Management Korea Co. Ltd.,134500,0.0007,
9988.HK,,Ng (Kong Ping),133600,0.0007,
9988.HK,,"Gesiuris Asset Management S.G.I.I.C., S.A.",133163,0.0007,
9988.HK,,"GFund Management Co., Ltd.",132800,0.0007,
9988.HK,,"Huisheng Fund Management Co., Ltd.",129000,0.0007,
9988.HK,,KBI Global Investors Ltd.,128400,0.0007,
9988.HK,,"Tibet Eastmoney Fund Management Co., Ltd.",125700,0.0007,
9988.HK,,Alquity Investment Management Ltd.,125600,0.0007,
9988.HK,,"Hanwha Asset Management Co., Ltd.",123526,0.0006,
9988.HK,,Neuberger Berman Canada ULC,123500,0.0006,
9988.HK,,"Amova Asset Management Co., Ltd.",122900,0.0006,
9988.HK,,"PineBridge Investments Japan Co., Ltd.",122265,0.0006,
9988.HK,,Tramondo Wealth Management AG,120622,0.0006,
9988.HK,,Scottish Widows Unit Trust Managers Ltd,120091,0.0006,
9988.HK,,AIA Investment Management Private Limited,119940,0.0006,
9988.HK,,10X Investments (Pty) Ltd.,118631,0.0006,
9988.HK,,Haitong International Asset Management (HK) Limited,118100,0.0006,
9988.HK,,Quam Asset Management Limited,118100,0.0006,
9988.HK,,"SinoPac Securities Investment Trust Co., Ltd.",118064,0.0006,
9988.HK,,"Purekind Fund Management Co., Ltd.",115900,0.0006,
9988.HK,,AllianceBernstein Japan Ltd.,115520,0.0006,
9988.HK,,"China Fund Management Co., Ltd.",114800,0.0006,
9988.HK,,"Franklin Templeton Portfolio Advisors, Inc",110161,0.0006,
9988.HK,,Azimut Investments S.A.,109610,0.0006,
9988.HK,,"China Post & Capital Fund Management Co., Ltd.",109000,0.0006,
9988.HK,,Franklin Equity Group,108700,0.0006,
9988.HK,,Shanghai Haitong Securities Asset Management Ltd.,108400,0.0006,
9988.HK,,Metzler Asset Management GmbH,107100,0.0006,
9988.HK,,"Sabadell Asset Management, S.A., S.G.I.I.C., Sociedad Unipersonal",106950,0.0006,
9988.HK,,Burgundy Asset Management Ltd.,106800,0.0006,
9988.HK,,MLC Investments Limited,104754,0.0005,
9988.HK,,"Zheshang Fund Management Co., Ltd.",104364,0.0005,
9988.HK,,"Harfor Fund Management Co., Ltd.",104077,0.0005,
9988.HK,,Aegon UK plc,101644,0.0005,
9988.HK,,"azValor Asset Management SGIIC, SAU",101400,0.0005,
9988.HK,,Lunate Capital LLC,101387,0.0005,
9988.HK,,Ashmore Investment Management Limited,101000,0.0005,
9988.HK,,"Riverfront Investment Group, LLC",100856,0.0005,
9988.HK,,Eurizon Capital (HK) Limited,100700,0.0005,
9988.HK,,NFS Netfonds Financial Service GmbH,100000,0.0005,
9988.HK,,Berenberg Bank (Asset Management),100000,0.0005,
9988.HK,,"Yuanta Securities Investment Trust Co., Ltd.",99293,0.0005,
9988.HK,,Mirabaud Asset Management Limited,98800,0.0005,
9988.HK,,Decalia SA,98700,0.0005,
9988.HK,,Schoellerbank Invest AG,98700,0.0005,
9988.HK,,RWS Vermögensplanung AG,97900,0.0005,
9988.HK,,Sephira Investment Advisors (UK) Limited,95935,0.0005,
9988.HK,,Perinvest (UK) Ltd.,95000,0.0005,
9988.HK,,Morgan Stanley Investment Management Ltd. (UK),94200,0.0005,
9988.HK,,Ashburton (Jersey) Ltd.,92948,0.0005,
9988.HK,,Canada Life Investment Management Ltd,91500,0.0005,
9988.HK,,"Ninety One North America, Inc.",91000,0.0005,
9988.HK,,Permodalan Nasional Berhad (PNB),90000,0.0005,
9988.HK,,Belfius Asset Management S.A,89300,0.0005,
9988.HK,,Global X Japan Co. Ltd.,88300,0.0005,
9988.HK,,Harvest Global Investments Limited,87556,0.0005,
9988.HK,,Ox Capital Management Pty Ltd,87100,0.0005,
9988.HK,,"Rayliant Asset Management, LLC",87000,0.0005,
9988.HK,,Penserra Capital Management LLC,86800,0.0005,
9988.HK,,JK Capital Management Limited,86300,0.0004,
9988.HK,,Lansdowne Partners (UK) LLP,85488,0.0004,
9988.HK,,"BlackRock Fund Management Co., Ltd.",85000,0.0004,
9988.HK,,Hong Leong Asset Management Bhd.,84800,0.0004,
9988.HK,,Evelyn Partners Investment Management LLP,83900,0.0004,
9988.HK,,Dowgate Wealth Limited,83900,0.0004,
9988.HK,,"March Asset Management, S.G.I.I.C., S.A.U.",83779,0.0004,
9988.HK,,"Vontobel Asset Management, Inc.",83199,0.0004,
9988.HK,,RWC Singapore (Pte.) Limited,82000,0.0004,
9988.HK,,Pictet Asset Management (Europe) SA,81500,0.0004,
9988.HK,,"Allianz Global Investors Japan Co., Ltd.",79800,0.0004,
9988.HK,,Grantham Mayo Van Otterloo & Co LLC,79300,0.0004,
9988.HK,,Market Portfolio AM,78686,0.0004,
9988.HK,,SEB Private Bank,78213,0.0004,
9988.HK,,Thome Asset Management & Asset Control,77900,0.0004,
9988.HK,,"SCB Asset Management Co., Ltd.",77851,0.0004,
9988.HK,,MFS International Singapore Pte. Ltd,77540,0.0004,
9988.HK,,UBS Asset Management (Japan) Ltd.,76300,0.0004,
9988.HK,,"Franklin Templeton Institutional, LLC",75366,0.0004,
9988.HK,,"Lion Fund Management Co., Ltd.",75000,0.0004,
9988.HK,,Hypo Vorarlberg Bank AG,74900,0.0004,
9988.HK,,DB Asset Management Co Ltd.,74000,0.0004,
9988.HK,,AcomeA SGR S.p.A.,74000,0.0004,
9988.HK,,Man Investments Inc,73760,0.0004,
9988.HK,,Franklin Templeton Investments Corporation,73000,0.0004,
9988.HK,,Ostrum Asset Management,72592,0.0004,
9988.HK,,CICC Fund Management Co Ltd.,72000,0.0004,
9988.HK,,Halo Global Asset Management Ltd,71800,0.0004,
9988.HK,,CGM-AZIMUT MONACO,71000,0.0004,
9988.HK,,"NH-Amundi Asset Management Co., Ltd.",69400,0.0004,
9988.HK,,"Vident Investment Advisory, LLC",68876,0.0004,
9988.HK,,Maybank Islamic Asset Management Sdn. Bhd.,68100,0.0004,
9988.HK,,"Deutsche Wealth Management, S.G.I.I.C., S.A",67663,0.0004,
9988.HK,,Axxion S.A.,66854,0.0003,
9988.HK,,Signal Iduna Asset Management GmbH,66400,0.0003,
9988.HK,,azemos vermögensmanagement gmbh,66000,0.0003,
9988.HK,,IQAM Invest GmbH,65657,0.0003,
9988.HK,,Cornèr Banca S.A.,65000,0.0003,
9988.HK,,"Jih Sun Securities Investment Trust Co., Ltd.",64634,0.0003,
9988.HK,,Controlfida (Suisse) SA,64000,0.0003,
9988.HK,,Oldfield Partners LLP,63777,0.0003,
9988.HK,,"Kyobo AXA Investment Managers Co., Ltd.",63522,0.0003,
9988.HK,,"Kiwoom Asset Management Co., Ltd.",63248,0.0003,
9988.HK,,BNP Paribas Asset Management Asia Limited,62700,0.0003,
9988.HK,,"Operadora de Fondos Azimut-Mexico, S.A. de C.V.",62232,0.0003,
9988.HK,,Rayliant Global Advisors Limited,61100,0.0003,
9988.HK,,"Korea Investment Value Asset Management Co., Ltd.",61077,0.0003,
9988.HK,,ODDO BHF SE (Wealth Management),60000,0.0003,
9988.HK,,W1M Investment Management Limited,60000,0.0003,
9988.HK,,Man Solutions Ltd,59819,0.0003,
9988.HK,,"CITIC Securities Co., Ltd. (Asset Management)",59700,0.0003,
9988.HK,,"Wilmington Trust Investment Advisors, Inc.",59453,0.0003,
9988.HK,,Guotai Junan Assets (Asia) Ltd.,59300,0.0003,
9988.HK,,"Yimi Fund Management Co., Ltd.",59100,0.0003,
9988.HK,,"Sprucegrove Investment Management, Ltd.",57400,0.0003,
9988.HK,,Arve Asset Management AG,56930,0.0003,
9988.HK,,"Hang Seng Qianhai Fund Management Co., Ltd.",56200,0.0003,
9988.HK,,"Springs Fund Management Co., Ltd.",56100,0.0003,
9988.HK,,Sanlam Investments UK Limited,56012,0.0003,
9988.HK,,"Xinyuan Asset Management Co., Ltd.",54600,0.0003,
9988.HK,,Orient Fund Management Co. Ltd.,52900,0.0003,
9988.HK,,Peregrine Guernsey Ltd,52602,0.0003,
9988.HK,,Franklin Templeton Asset Management (India) Pvt. Ltd.,52104,0.0003,
9988.HK,,"Changjiang Securities (Shanghai) Asset Mgmt. Co., Ltd.",52000,0.0003,
9988.HK,,FIL Gestion,51902,0.0003,
9988.HK,,3 Banken-Generali Investment-Gesellschaft mbH,51300,0.0003,
9988.HK,,"Integrity Fund Management Co., Ltd.",51000,0.0003,
9988.HK,,Perpetua Investment Managers (Pty) Ltd,49939,0.0003,
9988.HK,,"Taichung Bank Securities Investment Trust Co., Ltd.",48008,0.0003,
9988.HK,,Capital Dynamics Asset Management (HK) Private Limited,48000,0.0003,
9988.HK,,antea Vermögensverwaltung GmbH,48000,0.0003,
9988.HK,,Amundi Ireland Limited,47500,0.0002,
9988.HK,,Guinness Atkinson Asset Management Inc.,47100,0.0002,
9988.HK,,Nomura Asset Management Hong Kong Ltd.,46600,0.0002,
9988.HK,,Kreissparkasse Biberach,46000,0.0002,
9988.HK,,Dimensional Fund Advisors Canada ULC,45600,0.0002,
9988.HK,,AmFunds Management Berhad,45400,0.0002,
9988.HK,,BOCOM International Asset Management Limited,45000,0.0002,
9988.HK,,MFM Mirante Fund Management SA,44799,0.0002,
9988.HK,,"SWS MU Fund Management Co., Ltd.",44000,0.0002,
9988.HK,,"TongTai Asset Management Co., Ltd.",43400,0.0002,
9988.HK,,State Street Investment Management Australia Ltd.,43300,0.0002,
9988.HK,,"Banca March, S.A.",41325,0.0002,
9988.HK,,J.P. Morgan Asset Management (Singapore) Limited,41300,0.0002,
9988.HK,,"Man Investments, Ltd.",41280,0.0002,
9988.HK,,Bellevue Asset Management AG,41000,0.0002,
9988.HK,,"Hana Alternative Asset Management Co.,Ltd.",40700,0.0002,
9988.HK,,"China Life Franklin Asset Management Co., Limited",40000,0.0002,
9988.HK,,"Les Fils Dreyfus & Cie SA, Banquiers",40000,0.0002,
9988.HK,,Pyfore Capital GmbH,40000,0.0002,
9988.HK,,"CITIC Prudential Fund Management Co., Ltd.",39420,0.0002,
9988.HK,,Pheim Asset Management Sdn. Bhd.,38900,0.0002,
9988.HK,,Optimix Vermogensbeheer N.V.,38000,0.0002,
9988.HK,,"Oriental Harbor (Hong Kong) Investment Management Co., Limited",37600,0.0002,
9988.HK,,Finaltis,37100,0.0002,
9988.HK,,Fukoku Capital Management Inc.,36900,0.0002,
9988.HK,,Atrium Portfolio Managers,35400,0.0002,
9988.HK,,China International Capital Corporation Hong Kong Asset Management Ltd.,35100,0.0002,
9988.HK,,PIMCO (US),34400,0.0002,
9988.HK,,Federated Hermes Investment Management Company,33808,0.0002,
9988.HK,,Principal Islamic Asset Management Sdn. Bhd.,33600,0.0002,
9988.HK,,MC vermögensmanagement AG,33000,0.0002,
9988.HK,,FIDUCENTER S.A.,32400,0.0002,
9988.HK,,AIFM Capital AB,32300,0.0002,
9988.HK,,VP Fund Solutions (Luxembourg) SA,32000,0.0002,
9988.HK,,Financière de la Cité,31629,0.0002,
9988.HK,,CA Indosuez Wealth (Europe) S.A.,31500,0.0002,
9988.HK,,Industrial Securities Assets Management Ltd.,31434,0.0002,
9988.HK,,Schroder Investment Management (Europe) S.A.,31200,0.0002,
9988.HK,,Ante Asset Management AG,30000,0.0002,
9988.HK,,"Baijia Fund Management Co., Ltd.",28700,0.0001,
9988.HK,,Hauck & Aufhäuser Fund Services S.A.,28680,0.0001,
9988.HK,,"First Securities Investment Trust Co., Ltd.",28518,0.0001,
9988.HK,,"Redwood Investments, LLC",28426,0.0001,
9988.HK,,Momentum Collective Investments (RF) (Pty) Ltd.,28243,0.0001,
9988.HK,,Argonaut Capital Partners LLP,27600,0.0001,
9988.HK,,Prisma Investment GmbH,27000,0.0001,
9988.HK,,Piguet Galland & Cie SA,27000,0.0001,
9988.HK,,Sunline Pte Ltd.,26700,0.0001,
9988.HK,,Aegon Asset Management Ltd,25515,0.0001,
